instrument_id,instrument_name,instrument_price,instrument_material,instrument_type,instrument_brand,instrument_img
1433,Fender Malibu Classic HRM w/bag,96050,Орех,Акустические гитары,Fender,https://www.muztorg.ru/files/sized/f250x250/mot/38f/tph/aso/g8o/okg/gsg/kk0/mot38ftphasog8ookggsgkk0.jpg
1434,Doff D021A,41040,Дуб,Акустические гитары,Doff,https://www.muztorg.ru/files/sized/f250x250/9b0/oil/9pt/xs8/cs4/oko/8sw/koo/9b0oil9ptxs8cs4oko8swkoo0.jpeg
1435,Belucci BC3830 VTS,3523,Липа,Акустические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/9pl/hsh/eoe/hwk/400/kgw/cco/wo4/g/9plhsheoehwk400kgwccowo4g.jpg
1436,LAVA ME 3 36' Red,99000,Ольха,Акустические гитары,LAVA,https://www.muztorg.ru/files/sized/f250x250/eo7/gk2/mjk/j4s/kkc/kk0/8g8/w4k/k/eo7gk2mjkj4skkckk08g8w4kk.jpg
1437,TAKAMINE G90 SERIES GY93,46000,Береза,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/3r4/8yo/bnr/eec/ssc/0oo/808/000/g/3r48yobnreecssc0oo808000g.jpg
1438,DBT D HR,19900,Ольха,Акустические гитары,DBT,https://www.muztorg.ru/files/sized/f250x250/2m1/z7v/wyd/s84/0g0/g8s/gsk/8s4/o/2m1z7vwyds840g0g8sgsk8s4o.jpg
1439,TW10 E,31000,Махонь,Акустические гитары,TW10,https://www.muztorg.ru/files/sized/f250x250/1nj/8uo/jet/a74/kgw/oo4/wgs/occ/1nj8uojeta74kgwoo4wgsocc.jpg
1440,LAG TRAVEL-RC,32620,Махонь,Акустические гитары,LAG,https://www.muztorg.ru/files/sized/f250x250/ako/41j/j2i/ps0/k8s/ko8/ggs/kgs/c/ako41jj2ips0k8sko8ggskgsc.jpg
1441,IBANEZ PF15 NT AC GUITAR,22600,Липа,Акустические гитары,IBANEZ,https://www.muztorg.ru/files/sized/f250x250/67k/r54/mlx/roc/8cw/04o/o4o/0sc/67kr54mlxroc8cw04oo4o0sc0.jpg
1442,DBT DCE FMH,21200,Сосна,Акустические гитары,DBT,https://www.muztorg.ru/files/sized/f250x250/766/7vb/ueg/ccg/s44/ck8/ss0/8ck/8/7667vbuegccgs44ck8ss08ck8.jpg
1443,GUILD F-250E Deluxe Maple ATB,59000,Клен,Акустические гитары,GUILD,https://www.muztorg.ru/files/sized/f250x250/2am/sry/eir/les/kcs/s88/s04/wkk/8/2amsryeirleskcss88s04wkk8.jpg
1444,FENDER Newporter Player Sunburst,55000,Орех,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/a1q/9vt/ul0/14o/oc4/sgw/8sc/gwg/s/a1q9vtul014ooc4sgw8scgwgs.jpeg
1445,KEPMA A1C Black Matt,13700,Ольха,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/284/kec/zd0/mjo/kgo/s8c/so0/s08/c/284keczd0mjokgos8cso0s08c.jpg
1446,KEPMA EAC Black Matt,14700,Ольха,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/8y1/8dh/8j6/cso/kgo/wsk/s0s/00o/8y18dh8j6csokgowsks0s00o0.jpg
1447,FENDER CD-60 Black,20290,Клен,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/2qg/6aw/373/m04/k4s/wck/0c8/g4w/s/2qg6aw373m04k4swck0c8g4ws.jpg
1448,FENDER SQUIER SA-105CE Black,18400,Яблоня,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/342/0q6/n3p/akg/oco/kwc/gkg/44c/3420q6n3pakgocokwcgkg44c0.jpg
1449,FENDER FA-125CE Black,29300,Клен,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/cqm/w7t/bj0/s0s/csw/sgs/cs4/kkw/g/cqmw7tbj0s0scswsgscs4kkwg.jpg
1450,STARSUN TG220c-p Sunburst,14700,Клен,Акустические гитары,STARSUN,https://www.muztorg.ru/files/sized/f250x250/6eg/am8/sk5/5wk/k88/ccs/8gk/o88/c/6egam8sk55wkk88ccs8gko88c.jpg
1451,FENDER CD-60S Mahogany,25200,Махонь,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/cbo/h1e/39a/mo8/w8w/88g/gk8/woo/w/cboh1e39amo8w8w88ggk8woow.jpg
1452,FENDER FA-125CE Black,29300,Ольха,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/cqm/w7t/bj0/s0s/csw/sgs/cs4/kkw/g/cqmw7tbj0s0scswsgscs4kkwg.jpg
1453,PEAVEY DW 2 CE,26250,Липа,Акустические гитары,PEAVEY,https://www.muztorg.ru/files/sized/f250x250/62m/usa/33l/vwo/80g/ggc/k8g/cs0/s/62musa33lvwo80gggck8gcs0s.jpeg
1454,FENDER CD-60S Black,25200,Липа,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/cpt/51g/2ru/jw4/wgo/kwc/4c4/g8w/4/cpt51g2rujw4wgokwc4c4g8w4.jpg
1455,FENDER CD-60S Natural,22680,Пластик,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/2rp/kok/xui/58g/gcw/04k/484/cg0/k/2rpkokxui58ggcw04k484cg0k.jpg
1456,FENDER FA-125,18000,Клен,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/adw/bl3/34g/hs0/wkg/0ck/0wg/kc0/o/adwbl334ghs0wkg0ck0wgkc0o.jpg
1457,FENDER CD-60SCE Natural,43000,Липа,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/a3v/9yp/02m/aog/k8s/s4o/wc0/084/8/a3v9yp02maogk8ss4owc00848.jpg
1458,FENDER Redondo Player Jetty Black,55000,Липа,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/63z/v9t/8os/jok/og0/8wo/sw0/o0s/63zv9t8osjokog08wosw0o0s0.jpg
1459,FENDER CC-60SCE Natural,43000,Орех,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/1or/xwa/im5/ji8/00s/c4g/0gc/k0k/o/1orxwaim5ji800sc4g0gck0ko.jpg
1460,FENDER FA-125CE Sunburst,26600,Береза,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/10c/rwf/rhh/ub4/okc/wok/os8/84g/g/10crwfrhhub4okcwokos884gg.jpg
1461,FENDER FA-235E Moonlight Burst,44000,Дуб,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/dbl/1yc/o4r/o8c/gkg/w8c/8w0/84k/g/dbl1yco4ro8cgkgw8c8w084kg.jpg
1462,FENDER Malibu Player Midnight Satin,55000,Дуб,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/b27/uvx/jpy/3kg/okw/s8c/48s/ow0/g/b27uvxjpy3kgokws8c48sow0g.jpg
1463,FENDER Redondo Player Natural,55000,Орех,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/1d9/cc8/8hw/n1c/oo8/ks0/o4o/c4g/4/1d9cc88hwn1coo8ks0o4oc4g4.jpeg
1464,FENDER SQUIER SA-150,12500,Клен,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/aes/4ts/9s9/v4s/wcc/c4w/8cc/wow/4/aes4ts9s9v4swccc4w8ccwow4.jpg
1465,FENDER Malibu Player Surf Green,43000,Береза,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/epl/h41/ltt/og0/4g8/4kk/os0/088/s/eplh41lttog04g84kkos0088s.jpg
1466,FENDER CD-140SCE Mahogany,60000,Береза,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/r1p/hzr/val/z4w/oko/wg8/kgw/sko/r1phzrvalz4wokowg8kgwsko.jpg
1467,FENDER CD-60SCE Black,43000,Береза,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/a9q/04o/xuk/psg/ks8/owk/ggg/gc0/8/a9q04oxukpsgks8owkggggc08.jpg
1468,FENDER Malibu Player Arctic Gold,55000,Яблоня,Акустические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/6pi/100/19t/asc/kg0/4s4/gkk/ow8/g/6pi10019tasckg04s4gkkow8g.jpg
1469,BATON ROUGE AR61S/A,31990,Дуб,Акустические гитары,BATON,https://www.muztorg.ru/files/sized/f250x250/7l5/wxx/xqy/bs4/wgo/cgk/8s4/44o/7l5wxxxqybs4wgocgk8s444o0.jpg
1470,Maton CUSTOM-SHOP-TE-PERSONAL,746000,Яблоня,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/2uv/9mv/iux/smc/gk0/c40/w4g/gsg/s/2uv9mviuxsmcgk0c40w4ggsgs.jpg
1471,Maton EBG808TE,336000,Яблоня,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/djn/omm/br1/5sk/okk/wss/o48/ssc/4/djnommbr15skokkwsso48ssc4.jpg
1472,TAYLOR BT1 Baby Taylor,55000,Пластик,Акустические гитары,TAYLOR,https://www.muztorg.ru/files/sized/f250x250/5gq/9sx/kkt/vs4/4s4/44k/800/0oo/c/5gq9sxkktvs44s444k8000ooc.jpg
1473,Enya EA-X4 PRO/EQ,131000,Пластик,Акустические гитары,Enya,https://www.muztorg.ru/files/sized/f250x250/4j2/ht1/6z6/y04/s00/w80/s4o/swg/k/4j2ht16z6y04s00w80s4oswgk.jpg
1474,Maton S60,158000,Дуб,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/ddd/xez/yta/74g/ggc/oos/80c/wkc/c/dddxezyta74gggcoos80cwkcc.jpg
1475,Sigma DMC-1E,56300,Махонь,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/5mm/veh/8r4/pog/4ck/wsk/gco/0o8/c/5mmveh8r4pog4ckwskgco0o8c.jpg
1476,Maton CUSTOM-SHOP-FLATPICKER,696000,Дуб,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/752/sf7/x0r/5wk/o0k/gks/w4c/0kw/s/752sf7x0r5wko0kgksw4c0kws.jpg
1477,TAKAMINE TSP178ACSBB,180000,Клен,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/2pj/3p5/d5u/gkk/woc/sck/g0o/k88/g/2pj3p5d5ugkkwocsckg0ok88g.jpg
1478,TAKAMINE TSP178ACKN,180000,Сосна,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/4iz/n2a/y5n/8qo/k0c/owk/cog/8o4/o/4izn2ay5n8qok0cowkcog8o4o.jpg
1479,Maton EBG808C-TE,345000,Береза,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/5wm/n66/5gq/i04/coc/4cs/00w/k0k/g/5wmn665gqi04coc4cs00wk0kg.jpg
1480,Sigma DM-18 Акустическая гитара,60000,Дуб,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/35h/x7m/g6e/akg/g4c/sw8/00o/s88/c/35hx7mg6eakgg4csw800os88c.jpg
1481,Sigma SOMR-28,117000,Яблоня,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/5ut/4mp/ehp/d44/8wg/4ok/404/oo0/8/5ut4mpehpd448wg4ok404oo08.jpg
1482,Sigma DM-15,49900,Ольха,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/4wm/h9e/x6g/we8/40o/wog/cgs/s4c/4wmh9ex6gwe840owogcgss4c0.jpg
1483,TAKAMINE TSP138CN,108000,Клен,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/b9y/s9o/gvv/hck/kg4/0gg/8s0/ccw/8/b9ys9ogvvhckkg40gg8s0ccw8.jpg
1484,Sigma 000MC-15E,65700,Пластик,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/8n6/rjk/7dk/ds8/8so/8go/o8c/4w4/w/8n6rjk7dkds88so8goo8c4w4w.jpg
1485,Sigma GTCE-2,65700,Береза,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/12z/x19/uo1/tlw/0wo/woo/084/4gw/s/12zx19uo1tlw0wowoo0844gws.jpg
1486,Maton EM100C,483000,Ольха,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/5kp/p3v/w3j/hwc/s8c/8ks/sw4/4kg/k/5kpp3vw3jhwcs8c8kssw44kgk.jpg
1487,Sigma SDM-STE+,81000,Дуб,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/4qk/44f/mcl/0kk/48o/wc8/ccc/gsw/w/4qk44fmcl0kk48owc8cccgsww.jpg
1488,Maton EBW808,266000,Липа,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/9v5/g7b/dyh/rco/owc/c48/48o/k88/9v5g7bdyhrcoowcc4848ok880.jpg
1489,Sigma 000MC-1E-BK,58200,Пластик,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/bz2/h3f/y1x/40g/o00/cgc/8k0/4ko/4/bz2h3fy1x40go00cgc8k04ko4.jpg
1490,Maton EM100C-808,483000,Орех,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/dnf/or9/0au/bcw/gok/8gw/gw8/ccc/4/dnfor90aubcwgok8gwgw8ccc4.jpg
1491,Maton EM100C-12,504000,Ольха,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/a9f/7zv/u88/js4/w8k/wk8/ckc/0gc/o/a9f7zvu88js4w8kwk8ckc0gco.jpg
1492,Maton S70,198000,Клен,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/1jj/jb8/rn7/a68/wwk/8gg/wc0/84k/8/1jjjb8rn7a68wwk8ggwc084k8.jpg
1493,Sigma DT-1,45000,Сосна,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/dpy/4wf/hq7/3co/oks/ksc/wk0/ksk/o/dpy4wfhq73cookskscwk0ksko.jpg
1494,Sigma SDM-18E,114000,Орех,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/bp0/ycf/sxz/xw8/404/kko/48c/s00/g/bp0ycfsxzxw8404kko48cs00g.jpg
1495,TAKAMINE TSP148NCNS,117000,Клен,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/8d5/by7/8f6/7go/480/08s/s0c/cs8/g/8d5by78f67go48008ss0ccs8g.jpg
1496,Sigma S000M-15E,103000,Клен,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/bwg/v2c/2b8/7ww/0s4/owg/oow/s0w/4/bwgv2c2b87ww0s4owgoows0w4.jpg
1497,Sigma TM-15E+,54700,Яблоня,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/eyt/ym0/22v/yo8/o4w/00c/gg8/8cw/eytym022vyo8o4w00cgg88cw.jpg
1498,Maton EM100J,504000,Ольха,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/98a/mo3/c1e/loo/wco/gog/o48/gc8/s/98amo3c1eloowcogogo48gc8s.jpg
1499,Sigma SGJA-SG200,189000,Липа,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/72c/fys/gy4/24o/cg8/s48/skc/gks/k/72cfysgy424ocg8s48skcgksk.jpg
1500,Maton SRS70C,258000,Яблоня,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/a2f/p69/rol/f4s/8k4/kgk/o8c/80w/8/a2fp69rolf4s8k4kgko8c80w8.jpg
1501,Sigma JM-SG45,85300,Сосна,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/2nu/u9u/eno/fy8/4w4/84g/wsg/8cs/s/2nuu9uenofy84w484gwsg8css.jpg
1502,Sigma DMC-STE,65700,Пластик,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/8rm/yfv/8iq/c08/kow/0oc/0ws/48c/k/8rmyfv8iqc08kow0oc0ws48ck.jpg
1503,Sigma DM12-SG5,88300,Махонь,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/12z/x19/uo1/tlw/0wo/woo/084/4gw/s/12zx19uo1tlw0wowoo0844gws.jpg
1504,Maton EBG808C-NASHVILLE,345000,Дуб,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/8sj/61a/frt/68s/8c4/0sg/4cs/k8o/8/8sj61afrt68s8c40sg4csk8o8.jpg
1505,Sigma DTC-1E-SB,58300,Махонь,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/65j/l52/f9l/nwo/k8c/4kk/kc8/ks4/w/65jl52f9lnwok8c4kkkc8ks4w.jpg
1506,Maton EBW70C,266000,Махонь,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/etq/4hb/skm/fsc/ccs/coo/cw8/8go/8/etq4hbskmfscccscoocw88go8.jpg
1507,TAKAMINE TSP138CTBS,108000,Дуб,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/5dh/42t/368/j48/s88/40k/4kw/0wo/g/5dh42t368j48s8840k4kw0wog.jpg
1508,TAKAMINE TSP138CTB,108000,Пластик,Акустические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/cdi/w6z/4xn/q0c/ssc/8ow/s8g/sg0/w/cdiw6z4xnq0cssc8ows8gsg0w.jpg
1509,Sigma GJA-SG200,116900,Дуб,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/1wh/qm2/mj4/nc0/gog/8sk/4kk/c0g/4/1whqm2mj4nc0gog8sk4kkc0g4.jpg
1510,Maton PERFORMER,223000,Ольха,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/2i8/ktk/w3t/sw0/skk/4og/48w/k88/o/2i8ktkw3tsw0skk4og48wk88o.jpg
1511,Maton SRS808C,258000,Яблоня,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/4ut/bta/4pi/84k/o80/kw4/w00/wsc/c/4utbta4pi84ko80kw4w00wscc.jpg
1512,Sigma SDM-15E,103000,Липа,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/831/u7k/ivr/808/0ok/sk4/cc8/sck/c/831u7kivr8080oksk4cc8sckc.jpg
1513,Sigma GZCE-3,105900,Ольха,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/12z/x19/uo1/tlw/0wo/woo/084/4gw/s/12zx19uo1tlw0wowoo0844gws.jpg
1514,Maton SRS70C-12,266000,Клен,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/2wa/qci/5pd/bk0/okw/0wk/8ww/oc4/8/2waqci5pdbk0okw0wk8wwoc48.jpg
1515,Sigma SJM-SG45,148000,Дуб,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/74l/bno/2yv/zk8/8os/k48/cgc/48k/w/74lbno2yvzk88osk48cgc48kw.jpg
1516,Sigma GACE-3-SB,112900,Клен,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/czh/yq4/3h7/aos/gsw/44k/ssc/ckg/8/czhyq43h7aosgsw44ksscckg8.jpg
1517,Maton SRS808,247000,Махонь,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/dag/3b5/sog/xs0/gws/8s4/scc/wsw/o/dag3b5sogxs0gws8s4sccwswo.jpg
1518,Sigma TM-12E+,52700,Сосна,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/e68/l0r/i8b/l4o/00s/40o/w4o/gsw/8/e68l0ri8bl4o00s40ow4ogsw8.jpg
1519,Maton EBG808-ARTIST,336000,Орех,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/b72/1az/6zs/54w/s80/o8w/kk4/w8c/8/b721az6zs54ws80o8wkk4w8c8.jpg
1520,Maton SRS60C,208000,Пластик,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/nwh/6um/5lu/ggs/k88/kwo/44g/sks/nwh6um5luggsk88kwo44gsks.jpg
1521,Maton EBG808C,306000,Махонь,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/79z/5of/0pv/ew4/w80/g4k/g0o/gkg/79z5of0pvew4w80g4kg0ogkg0.jpg
1522,Sigma DM-1L,42300,Яблоня,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/5id/jja/ugb/qww/ko8/40g/owc/sco/8/5idjjaugbqwwko840gowcsco8.jpg
1523,Maton EBW808C,266000,Орех,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/55r/ybr/icc/ikg/kc8/4kk/g80/c8s/g/55rybriccikgkc84kkg80c8sg.jpg
1524,Sigma SLM-SG00+,146000,Ольха,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/95v/rpm/1cu/cws/ccs/0so/4wg/k80/o/95vrpm1cucwsccs0so4wgk80o.jpg
1525,Sigma 000M-15L,50700,Клен,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/cvn/cyn/d4q/3kk/cs8/ck8/gck/4k4/s/cvncynd4q3kkcs8ck8gck4k4s.jpg
1526,Maton EMBW-6,208000,Береза,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/7qk/74j/3no/7c4/w0c/80s/g0k/8k4/g/7qk74j3no7c4w0c80sg0k8k4g.jpg
1527,Maton EBG808,297000,Береза,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/478/cj5/pj8/8u8/4c4/ogc/sco/okg/478cj5pj88u84c4ogcscookg0.jpg
1528,Sigma JM12-1E,60000,Сосна,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/57j/5us/mx7/xgk/wkg/w8k/o4w/woc/o/57j5usmx7xgkwkgw8ko4wwoco.jpg
1529,Maton TE1,415000,Береза,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/ev9/a77/26h/x4w/00g/gkg/wog/s0w/g/ev9a7726hx4w00ggkgwogs0wg.jpg
1530,Enya EA-X4/S4.EQ,110000,Махонь,Акустические гитары,Enya,https://novosibirsk.orso-b.ru/img/nophoto.jpg
1531,Maton EBG808C-MIC-FIX,361000,Пластик,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/e8k/g4t/01f/tw0/k84/s0g/gko/okg/g/e8kg4t01ftw0k84s0ggkookgg.jpg
1532,Maton SRS70J,286000,Махонь,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/aeo/l46/2qw/n40/g8g/4o8/oso/cgk/4/aeol462qwn40g8g4o8osocgk4.png
1533,Sigma GJA-SG200-AN,115900,Липа,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/9t0/a6o/v7s/qgw/08w/cko/gss/k8w/g/9t0a6ov7sqgw08wckogssk8wg.jpg
1534,Sigma JMC-1E,56300,Дуб,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/f3g/qie/huu/0gs/00s/w0w/kso/sko/s/f3gqiehuu0gs00sw0wksoskos.jpg
1535,Maton ER90C,355000,Клен,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/eh3/krf/9as/i04/0sc/ccw/ock/ckc/w/eh3krf9asi040scccwockckcw.jpg
1536,Maton EBG808-NASHVILLE,336000,Береза,Акустические гитары,Maton,https://www.muztorg.ru/files/sized/f250x250/6pj/0rm/jtj/7wo/8co/k0k/k4c/c8w/g/6pj0rmjtj7wo8cok0kk4cc8wg.jpg
1537,Sigma DMC-1EL,58300,Дуб,Акустические гитары,Sigma,https://www.muztorg.ru/files/sized/f250x250/770/kp4/dag/8ow/44k/ssk/s8s/gog/o/770kp4dag8ow44kssks8sgogo.jpg
1538,KEPMA EAC Black,15500,Махонь,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/87m/5by/ei4/04k/8ww/g4s/sw4/kws/c/87m5byei404k8wwg4ssw4kwsc.jpg
1539,KEPMA F1E-D Natural,75600,Пластик,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/agt/fiq/h7i/mwc/go8/w00/gcc/0wg/w/agtfiqh7imwcgo8w00gcc0wgw.jpg
1540,KEPMA F1E-D Cherry Sunburst,75600,Махонь,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/oyw/5uu/w6v/nk4/0o0/8o4/os0/wk4/oyw5uuw6vnk40o08o4os0wk4.jpg
1541,KEPMA EDCE K10 Natural Matt,23500,Клен,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/2ja/urg/qs5/mio/c0o/8k0/g48/g0s/4/2jaurgqs5mioc0o8k0g48g0s4.jpg
1542,KEPMA EDCE K10 Black Matt,23500,Ольха,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/azl/97f/vvs/i88/wsw/8o0/kw0/w0k/8/azl97fvvsi88wsw8o0kw0w0k8.jpg
1543,KEPMA F0-GA Top Gloss BS,35500,Сосна,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/1pa/gmu/v2g/k2s/8wg/ckg/o4w/cwk/o/1pagmuv2gk2s8wgckgo4wcwko.jpg
1544,KEPMA F0E-GA Top Gloss Natural,48000,Клен,Акустические гитары,KEPMA,https://www.muztorg.ru/files/sized/f250x250/ane/3br/gj6/mwc/s0c/44s/0go/ows/ane3brgj6mwcs0c44s0goows0.jpg
